University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,Nonhormonal IUD,Paragard,Contraceptive implant,Nexplanon,Contraceptive injection,Control shot,Depo - Provera,Depo,emergency contraception,emergency contraceptives,morning after pill,Plan B,levonorgestrel,ella,ulipristal acetate,contraceptive pill,control pill,diaphragm,spermicide,contraceptive patch,control patch,vaginal ring,control ring,contraceptive ring,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Utah Valley University,https://www.uvu.edu/studenthealth,2,"['https://www.uvu.edu/studenthealth/medical/index.html', 'https://www.uvu.edu/studenthealth/medical/']",5384,93.35,2.36,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.051,0.613,0.137,"[-1, -1]",1,"['https://www.uvu.edu/studenthealth', 'https://www.uvu.edu/studenthealth/medical/']",1
University of Utah,https://studenthealth.utah.edu,1,['https://studenthealth.utah.edu/services/preventive-care.php'],775,85.38,5.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.002,0.543,0.004,[-1],1,"['https://studenthealth.utah.edu', 'https://studenthealth.utah.edu/services/preventive-care.php']",1
Weber State University,https://www.weber.edu/healthcenter,4,"['https://www.weber.edu/healthcenter/pharmacy.html', 'https://www.weber.edu/healthcenter/services.html', 'https://www.weber.edu/healthcenter/wellcare.html', 'https://www.weber.edu/healthcenter/lab.html']",1477,65.5,7.72,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.022,0.618,0.159,"[-1, -1, -1, -1]",1,"['https://www.weber.edu/healthcenter', 'https://www.weber.edu/healthcenter/wellcare.html']",1
Castleton University,https://www.castleton.edu/campus-life/student-resources/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lyndon State College,https://www.northernvermont.edu/student-life/student-wellness-and-safety/lyndon-health-and-counseling,1,['https://www.northernvermont.edu/student-life/student-wellness-and-safety/lyndon-health-and-counseling'],1352,69.77,8.32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.455,0.159,"['Sat, 19 Sep 2020 03:13:57 GMT']",0,['https://www.northernvermont.edu/student-life/student-wellness-and-safety/lyndon-health-and-counseling'],1
Vermont Technical College,https://www.vtc.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Vermont,https://www.uvm.edu/health/SHS,1,['https://www.uvm.edu/health/SHS'],461,67.23,6.63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.018,0.511,0.212,"['Sat, 19 Sep 2020 03:14:02 GMT']",0,['https://www.uvm.edu/health/SHS'],1
College of William and Mary,https://www.wm.edu/offices/wellness/healthcenter,6,"['https://www.wm.edu/offices/wellness/healthcenter/services/womenshealth/birthcontrol/index.php', 'https://www.wm.edu/offices/wellness/healthcenter/services/womenshealth/index.php', 'https://www.wm.edu/offices/wellness/healthcenter/services/womenshealth/pregnancytestingandcounseling/index.php', 'https://www.wm.edu/offices/wellness/healthcenter/documents/SHC%20Charges.pdf']",2678,76.31,6.39,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,2,0,0,2,0,3,3,0.072,0.652,0.098,"[-1, -1, -1, 'Thu, 17 Sep 2020 01:53:41 GMT', 'Thu, 17 Sep 2020 01:53:41 GMT', 'Thu, 17 Sep 2020 01:53:41 GMT']",1,"['https://www.wm.edu/offices/wellness/healthcenter', 'https://www.wm.edu/offices/wellness/healthcenter/documents/covid-close-contact-and-possible-exposure']",1
Christopher Newport University,https://cnu.edu/life/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
George Mason University,https://shs.gmu.edu,18,"['https://shs.gmu.edu/healthed/birthcontrol/', 'https://shs.gmu.edu/services/womenshealth/', 'https://shs.gmu.edu/healthed/sexualhealth/', 'https://shs.gmu.edu/fees/', 'https://shs.gmu.edu/services/', 'https://shs.gmu.edu/healthed/pharmacies/', 'https://shs.gmu.edu/insurance/faq/', 'https://shs.gmu.edu/about/faq/', 'https://shs.gmu.edu/services/appointments/', 'https://shs.gmu.edu/about/noshowappeal/', 'https://shs.gmu.edu/locations/urgentcare/', 'https://shs.gmu.edu/', 'https://shs.gmu.edu/update-your-opt-in-preference-for-text-messages/', 'https://shs.gmu.edu/about/condomrequestform/', 'https://shs.gmu.edu/about/forms/', 'https://shs.gmu.edu/healthed/sti/', 'https://shs.gmu.edu/services/prep/', 'https://shs.gmu.edu/healthed/hpv/']",15896,42.35,11.85,157,26,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,24,1,0,1,0,0,0,3,5,2,1,0,0,0,0,0,2,0,0,0,0,9,1,24,14,0.086,0.564,0.193,-1,-1,[],1
James Madison University,https://www.jmu.edu/healthcenter,7,"['https://www.jmu.edu/healthcenter/medicalservices/womens-health-medical-services.shtml', 'https://www.jmu.edu/healthcenter/medicalservices/faq.shtml', 'https://www.jmu.edu/healthcenter/medicalservices/services_accordion_index.shtml', 'https://www.jmu.edu/healthcenter/survivor-advocacy/get-help.shtml', 'https://www.jmu.edu/healthcenter/TheWell/healthy-sexuality/safer-sex-center.shtml']",4787,71.31,7.24,33,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,3,0.048,0.7,0.097,"[-1, -1, 'Fri, 06 Sep 2019 21:15:13 GMT', -1, -1, 'Thu, 20 Aug 2020 20:52:11 GMT', -1]",2,"['https://www.jmu.edu/healthcenter', 'https://www.jmu.edu/healthcenter/medicalservices/index.shtml', 'https://www.jmu.edu/healthcenter/medicalservices/womens-health-medical-services.shtml']",1
Longwood University,http://www.longwood.edu/health,2,"['http://www.longwood.edu/health/health-topics/family-planning/', 'http://www.longwood.edu/health/qa-on-health-services/']",1818,67.22,6.86,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.076,0.635,0.087,"[-1, -1]",2,"['http://www.longwood.edu/health', 'http://www.longwood.edu/health/health-topics/', 'http://www.longwood.edu/health/health-topics/family-planning/']",1
University of Mary Washington,https://students.umw.edu/healthcenter,14,"['https://students.umw.edu/healthcenter/clinics/womens-clinic/who-shouldnt-take-the-pill/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/refills/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/glossary-of-terms/', 'https://students.umw.edu/healthcenter/files/2011/08/womens-health-previsit-form.pdf', 'https://students.umw.edu/healthcenter/health-info/pharmacies/', 'https://students.umw.edu/healthcenter/faqs/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/emergency-contraception/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/i-missed-a-pill/', 'https://students.umw.edu/healthcenter/clinics/womens-clinic/first-gynecologic-exam/', 'https://students.umw.edu/healthcenter/health-info/selfcare-center/']",5274,65.79,7.75,63,17,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,0,1,0,0,0,1,8,0,1,0,0,0,0,1,0,2,0,0,0,0,0,4,1,0.061,0.567,0.083,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://students.umw.edu/healthcenter', 'https://students.umw.edu/healthcenter/health-info/pharmacies/']",1
Norfolk State University,"https://www.nsu.edu/Campus-Life/Our-Campus,-Our-Home/Health-and-Wellness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Old Dominion University,https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center,6,"['https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center/services/emergency-contraception', 'https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center/billing/insurance', 'https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center/billing', 'https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center', 'https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center/services', 'https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center/faq']",6349,69.3,6.8,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,12,1,12,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0.046,0.619,0.156,"[-1, -1, -1, -1, -1, -1]",0,['https://www.odu.edu/life/health-safety/health/monarch-wellness/physical-wellness/student-health-center'],1
Radford University,https://www.radford.edu/content/student-health,4,"['https://www.radford.edu/content/student-health/home/services.html', 'https://www.radford.edu/content/student-health/home/appointments.html', 'https://www.radford.edu/content/student-health/home.html', 'https://www.radford.edu/content/student-health/home/resources.html']",7417,69.27,7.14,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.031,0.543,0.202,"['Mon, 17 Aug 2020 20:34:33 GMT', 'Mon, 17 Aug 2020 20:13:09 GMT', 'Mon, 14 Sep 2020 20:29:23 GMT', 'Mon, 17 Aug 2020 19:57:35 GMT']",1,"['https://www.radford.edu/content/student-health', 'https://www.radford.edu/content/student-health/home.html']",1
The University of Virginia's College at Wise,https://www.uvawise.edu/student-life/health-services,1,['https://www.uvawise.edu/student-life/health-services/'],986,79.23,5.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.011,0.54,0.311,[-1],0,['https://www.uvawise.edu/student-life/health-services'],1
Virginia Polytechnic Institute and State University,https://healthcenter.vt.edu,19,"['https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/paragard.pdf', 'https://healthcenter.vt.edu/ourservices/womens_clinic.html', 'https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/nexplanon.pdf', 'https://www.healthcenter.vt.edu/assets/docs/How_to_obtain_prescr_contra.pdf', 'https://healthcenter.vt.edu/common_health_concerns/publications.html', 'https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/depoprovera.pdf', 'https://www.healthcenter.vt.edu/content/dam/healthcenter_vt_edu/assets/docs/diaphragm.pdf', 'https://www.healthcenter.vt.edu/assets/docs/gynhistory.pdf', 'https://www.healthcenter.vt.edu/assets/docs/papsmear.pdf', 'https://healthcenter.vt.edu/ourservices/HIV-STD_testing_info/std_testing_information.html']",2962,71.02,6.59,50,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,10,1,16,11,0.046,0.543,0.123,"[-1, -1, 'Fri, 18 Sep 2020 15:54:21 GMT', -1, -1, -1, -1, -1, 'Fri, 18 Sep 2020 15:36:52 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://healthcenter.vt.edu'],1
Virginia Commonwealth University,https://health.students.vcu.edu/,18,"['https://health.students.vcu.edu/patient-resources/womens-health/', 'https://health.students.vcu.edu/patient-resources/sexual-health/', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/CONTRACEPTION-OVERVIEW.pdf', 'https://health.students.vcu.edu/services/pharmacy-services/', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/SAFERSEXCONDOMUSE.pdf', 'https://health.students.vcu.edu/patient-resources/sexual-health/free-sexual-health-services/', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/OTCsFB.pdf', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/GERD.pdf', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/PAPSMEAR.pdf', 'https://health.students.vcu.edu/media/student-affairs/ushs/docs/STIs.pdf']",2880,72.82,6.89,81,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,24,18,0.055,0.555,0.19,"['Thu, 11 Jun 2020 15:04:39 GMT', 'Wed, 06 Jun 2018 11:59:23 GMT', 'Thu, 11 Jun 2020 15:04:39 GMT', 'Wed, 06 Jun 2018 11:59:23 GMT', 'Wed, 06 Jun 2018 11:59:23 GMT', 'Tue, 01 Sep 2020 15:01:16 GMT', 'Wed, 06 Jun 2018 11:59:23 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT', 'Thu, 11 Jun 2020 15:04:39 GMT', 'Thu, 02 Apr 2020 17:49:32 GMT', 'Tue, 01 Sep 2020 15:01:15 GMT', -1, 'Fri, 26 Jul 2019 18:23:34 GMT', -1, 'Tue, 15 Jan 2019 16:56:13 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT', 'Wed, 06 Jun 2018 11:59:24 GMT']",1,"['https://health.students.vcu.edu/', 'https://health.students.vcu.edu/services/pharmacy-services/']",1
University of Virginia Main Campus,https://www.studenthealth.virginia.edu,17,"['https://www.studenthealth.virginia.edu/gyn-online-appointment', 'https://www.studenthealth.virginia.edu/gynecology', 'https://www.studenthealth.virginia.edu/sites/studenthealth.virginia.edu/files/Missed%20Pills.pdf', 'https://www.studenthealth.virginia.edu/health-links-and-information', 'https://www.studenthealth.virginia.edu/emergency-contraception-0', 'https://www.studenthealth.virginia.edu/patient-education-sessions', 'https://www.studenthealth.virginia.edu/sites/studenthealth.virginia.edu/files/SSJ%20vol19%20i13.pdf', 'https://www.studenthealth.virginia.edu/call-schedule-appointment', 'https://www.studenthealth.virginia.edu/gyn-educational-resources', 'https://www.studenthealth.virginia.edu/within-5days', 'https://www.studenthealth.virginia.edu/sites/studenthealth.virginia.edu/files/SSJ16.pdf', 'https://www.studenthealth.virginia.edu/wellness-events']",7190,66.41,7.53,107,25,6,0,5,0,2,2,2,0,4,0,0,4,0,2,0,0,0,9,13,0,0,5,1,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,2,4,1,0.083,0.574,0.196,"['Fri, 18 Sep 2020 20:10:14 GMT', 'Fri, 18 Sep 2020 21:33:40 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Fri, 18 Sep 2020 20:39:23 GMT', 'Fri, 18 Sep 2020 22:40:35 GMT', 'Sat, 19 Sep 2020 01:27:03 GMT', 'Thu, 29 Mar 2018 18:22:31 GMT', 'Wed, 31 Jul 2019 18:29:10 GMT', 'Tue, 31 Oct 2017 15:42:15 GMT', 'Fri, 18 Sep 2020 20:10:18 GMT', 'Sat, 19 Sep 2020 01:22:15 GMT', 'Sat, 19 Sep 2020 03:33:25 GMT', 'Thu, 30 Jul 2020 15:29:39 GMT', 'Thu, 21 Sep 2017 18:33:24 GMT', 'Sat, 19 Sep 2020 01:09:13 GMT']",1,"['https://www.studenthealth.virginia.edu', 'https://www.studenthealth.virginia.edu/gynecology']",1
Virginia State University,http://www.vsu.edu/healthservices,1,['http://www.vsu.edu/healthservices/services.php'],401,57.77,8.82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.026,0.631,0.107,[-1],1,"['http://www.vsu.edu/healthservices', 'http://www.vsu.edu/healthservices/services.php']",1
Central Washington University,https://www.cwu.edu/medical-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Washington University,https://inside.ewu.edu/bewell/rockwood-clinic-student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The Evergreen State College,https://www.evergreen.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Washington State University,https://cougarhealth.wsu.edu,19,"['https://cougarhealth.wsu.edu/medical-clinic/services/', 'https://cougarhealth.wsu.edu/2016/08/15/yes-need-eye-exam/', 'https://cougarhealth.wsu.edu/studentinsurance/graduate-students/', 'https://cougarhealth.wsu.edu/studentinsurance/international-students/', 'https://cougarhealth.wsu.edu/studentinsurance/health-sciences-students/', 'https://cougarhealth.wsu.edu/author/agrummel/page/6/', 'https://cougarhealth.wsu.edu/category/health-info/page/7/', 'https://cougarhealth.wsu.edu/tag/vision-clinic/', 'https://cougarhealth.wsu.edu/news/page/15/', 'https://cougarhealth.wsu.edu/documents/2015/04/11-16-11-cshac-meeting-minutes.pdf', 'https://cougarhealth.wsu.edu/2016/11/02/sexual-assault-within-relationships/', 'https://cougarhealth.wsu.edu/tag/sexual-assault/', 'https://cougarhealth.wsu.edu/tag/healthy-relationships/', 'https://cougarhealth.wsu.edu/author/amber-morczek/', 'https://cougarhealth.wsu.edu/tag/violence-prevention/page/2/', 'https://cougarhealth.wsu.edu/news/page/12/', 'https://cougarhealth.wsu.edu/category/health-info/page/4/']",40452,72.76,7.17,30,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0.07,0.522,0.136,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://cougarhealth.wsu.edu', 'https://cougarhealth.wsu.edu/studentinsurance/international-students/']",1
University of Washington Seattle Campus,https://wellbeing.uw.edu,14,"['https://wellbeing.uw.edu/forms-of-birth-control/', 'https://wellbeing.uw.edu/medical/womens-health/', 'https://wellbeing.uw.edu/medical/sexual-health/', 'https://wellbeing.uw.edu/resources/', 'https://wellbeing.uw.edu/resource/', 'https://wellbeing.uw.edu/staff/katherine-johnson/', 'https://wellbeing.uw.edu/medical/safer-sex-supplies/', 'https://wellbeing.uw.edu/medical/primary-care/', 'https://wellbeing.uw.edu/medical/sexual-health/safer-sex-supplies-by-mail/', 'https://wellbeing.uw.edu/vaginal-health/']",11994,75.01,6.01,190,56,13,0,4,4,2,1,2,1,0,2,0,2,1,7,2,0,0,2,1,0,0,0,0,2,0,0,7,8,6,0,6,0,0,0,1,0,0,0,0,2,1,32,25,0.104,0.615,0.153,"[-1, -1, 'Wed, 11 Sep 2019 15:39:45 GMT', -1, 'Wed, 11 Sep 2019 15:39:49 GMT', -1, 'Wed, 11 Sep 2019 15:40:51 GMT', -1, -1, 'Wed, 11 Sep 2019 15:40:58 GMT', -1, -1, -1, -1]",1,"['https://wellbeing.uw.edu', 'https://wellbeing.uw.edu/medical/sexual-health/']",1
Western Washington University,https://studenthealth.wwu.edu,18,"['https://studenthealth.wwu.edu/sti-testing', 'https://studenthealth.wwu.edu/emergency-contraception', 'https://studenthealth.wwu.edu/birth-control-faq', 'https://studenthealth.wwu.edu/confidentiality', 'https://studenthealth.wwu.edu/clinical-services', 'https://studenthealth.wwu.edu/annual-exams-pap-screening', 'https://studenthealth.wwu.edu/files/Patient%20Forms/ADHD%20Patient%20Eval.pdf', 'https://studenthealth.wwu.edu/sexual-health-services', 'https://studenthealth.wwu.edu/travel-japan', 'https://studenthealth.wwu.edu/lgbtq-care', 'https://studenthealth.wwu.edu/screening-sexually-transmitted-infections-stis', 'https://studenthealth.wwu.edu/files/Patient%20Forms/Release%20of%20Information%20Form%20-%20SHC%20Rev%207-16-2019.pdf', 'https://studenthealth.wwu.edu/files/Publications/STI%20Screening%20Timetable.pdf']",4027,76.04,6.16,69,8,17,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,1,10,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,2,1,0.109,0.641,0.188,"['Sat, 19 Sep 2020 03:38:16 GMT', 'Tue, 10 Oct 2017 22:38:49 GMT', 'Sat, 19 Sep 2020 03:38:17 GMT', 'Sat, 19 Sep 2020 03:38:17 GMT', 'Wed, 13 Nov 2019 00:48:33 GMT', 'Sat, 19 Sep 2020 03:38:18 GMT', 'Fri, 18 Sep 2020 22:30:44 GMT', 'Sat, 19 Sep 2020 03:38:19 GMT', 'Thu, 11 Aug 2016 18:40:11 GMT', 'Fri, 15 Jul 2016 18:37:53 GMT', 'Sat, 19 Sep 2020 02:42:04 GMT', 'Fri, 18 Sep 2020 22:49:35 GMT', 'Sat, 19 Sep 2020 03:38:22 GMT', 'Sat, 19 Sep 2020 03:38:23 GMT', 'Thu, 18 Aug 2016 18:11:44 GMT', 'Thu, 07 May 2020 00:01:45 GMT', 'Thu, 01 Sep 2016 18:22:51 GMT', 'Fri, 01 Mar 2019 20:44:26 GMT']",1,"['https://studenthealth.wwu.edu', 'https://studenthealth.wwu.edu/clinical-services']",1
Bluefield State College,https://bluefieldstate.edu/resources/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Concord University,https://www.concord.edu/studenthealth,1,['https://www.concord.edu/studenthealth'],1530,63.1,7.59,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.031,0.768,0.055,[-1],0,['https://www.concord.edu/studenthealth'],1
Fairmont State University,https://www.fairmontstate.edu/falconcenter/health-services,2,"['https://www.fairmontstate.edu/falconcenter/health-services/health-services-womens-health', 'https://www.fairmontstate.edu/falconcenter/health-services/services-provided']",1528,66.7,7.09,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.026,0.631,0.204,"['Sat, 19 Sep 2020 03:39:01 GMT', 'Sat, 19 Sep 2020 01:28:43 GMT']",1,"['https://www.fairmontstate.edu/falconcenter/health-services', 'https://www.fairmontstate.edu/falconcenter/health-services/health-services-womens-health']",1
Glenville State College,https://www.glenville.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Marshall University,https://www.marshall.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shepherd University,https://www.shepherd.edu/healthcenter,3,"['https://www.shepherd.edu/healthcenter/family-planning', 'https://www.shepherd.edu/healthcenter/healthforms', 'https://www.shepherd.edu/healthcenter/services']",1915,37.85,11.53,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.034,0.649,0.165,"[-1, -1, -1]",1,"['https://www.shepherd.edu/healthcenter', 'https://www.shepherd.edu/healthcenter/services']",1
West Virginia State University,https://www.wvstateu.edu/current-students,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Liberty University,https://westliberty.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
West Virginia University Institute of Technology,https://students.wvutech.edu/health-wellness/student-health-clinic,1,['https://students.wvutech.edu/health-wellness/student-health-clinic'],551,63.9,8.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.573,0.177,[-1],0,['https://students.wvutech.edu/health-wellness/student-health-clinic'],1
West Virginia University,https://well.wvu.edu,11,"['https://well.wvu.edu/resources/sexual-health/safer-sex', 'https://well.wvu.edu/resources/sexual-violence', 'https://well.wvu.edu/resources/sexual-health/condom-caravan', 'https://well.wvu.edu/programs/wellbeing/sexual-health', 'https://well.wvu.edu/', 'https://well.wvu.edu/programs', 'https://well.wvu.edu/resources/sexual-health', 'https://well.wvu.edu/peer-education', 'https://well.wvu.edu/resources/sexual-health/what-is-sex', 'https://well.wvu.edu/programs/wellbeing/stress-management/chillfest']",5948,76.61,5.49,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0.017,0.474,0.232,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://well.wvu.edu'],1
University of Wisconsin Whitewater,https://www.uww.edu/uhcs,20,"['https://www.uww.edu/uhcs/wellness-information/az/birth-control', 'https://www.uww.edu/uhcs/health-services/family-planning-only-services', 'https://www.uww.edu/uhcs/wellness-information/az/emergency-contraception', 'https://www.uww.edu/uhcs/wellness-information/az/womens-health', 'https://www.uww.edu/uhcs/wellness-information/az/dating-violence', 'https://www.uww.edu/uhcs/wellness-information/az/condoms-and-barriers', 'https://www.uww.edu/uhcs/wellness-information/az/pregnancy', 'https://www.uww.edu/uhcs/wellness-information/az/international-student-wellness', 'https://www.uww.edu/uhcs/wellness-information/az/sexual-and-reproductive-health', 'https://www.uww.edu/uhcs', 'https://www.uww.edu/uhcs/wellness-information/az', 'https://www.uww.edu/uhcs/wellness-information/az/back-pain', 'https://www.uww.edu/uhcs/wellness-information/az/urinary-symptoms', 'https://www.uww.edu/uhcs/wellness-information/az/headaches', 'https://www.uww.edu/uhcs/wellness-information/az/sleep', 'https://www.uww.edu/uhcs/wellness-information/az/pap-tests', 'https://www.uww.edu/uhcs/wellness-information/az/hpv', 'https://www.uww.edu/uhcs/appointments', 'https://www.uww.edu/uhcs/wellness-information/az/lgbt-wellness', 'https://www.uww.edu/uhcs/wellness-information/az/mens-health']",16865,72.36,6.96,168,48,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,10,2,2,1,0,2,0,2,2,0,0,0,0,0,0,0,0,3,1,0,0,21,9,42,15,0.079,0.528,0.15,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://www.uww.edu/uhcs'],1
